id,Country,Year,DiseaseName,DiseaseCategory,PrevalenceRate,IncidenceRate,MortalityRate,AgeGroup,Gender,PopulationAffected,HealthcareAccess,DoctorsPer1000,HospitalBedsPer1000,TreatmentType,AverageTreatmentCost,AvailabilityOfVaccinesTreatment,RecoveryRate,DALYs,ImprovementIn5Years,PerCapitaIncome,EducationIndex,UrbanizationRate
54256,USA,2013,Hepatitis,Autoimmune,15.38,1.3,3.17,19-35,Female,820287,66.82,0.85,3.73,Vaccination,35981.0,No,91.17,2577.0,3.77,96764.0,0.81,82.41
54257,Australia,2010,Alzheimer's Disease,Neurological,0.37,7.28,5.38,0-18,Female,428878,97.25,3.6,5.99,Medication,25362.0,No,51.44,767.0,9.85,10282.0,0.74,79.0
54261,Italy,2007,Cholera,Cardiovascular,3.69,14.17,7.72,19-35,Other,699362,67.26,2.24,2.05,Medication,33516.0,No,72.84,4085.0,8.75,26468.0,0.47,85.84
54262,Nigeria,2004,Influenza,Neurological,8.25,4.49,7.53,36-60,Male,779291,87.52,1.81,1.2,Surgery,16213.0,No,66.07,1934.0,2.25,29337.0,0.59,59.42
54269,Russia,2008,Parkinson's Disease,Chronic,10.91,0.66,4.63,19-35,Male,466191,80.78,1.21,1.52,Therapy,1783.0,No,59.27,4706.0,0.77,8656.0,0.67,25.95
54272,South Korea,2011,Hypertension,Cardiovascular,17.66,14.75,4.75,0-18,Male,954330,55.78,3.42,9.1,Surgery,23355.0,Yes,95.77,1704.0,7.97,48015.0,0.47,76.97
54293,India,2021,Diabetes,Respiratory,1.54,11.38,3.24,36-60,Other,577935,70.69,3.1,4.73,Vaccination,31176.0,Yes,54.28,4176.0,7.48,10521.0,0.73,53.46
54298,Mexico,2020,Leprosy,Cardiovascular,15.03,13.06,3.46,0-18,Male,770639,88.11,3.08,9.82,Surgery,42040.0,No,92.03,3038.0,6.55,18498.0,0.67,86.57
54301,Argentina,2020,Asthma,Parasitic,14.18,0.75,3.36,19-35,Male,245009,64.91,0.89,5.29,Therapy,3140.0,Yes,97.64,4487.0,3.07,3636.0,0.48,55.29
54302,Indonesia,2023,COVID-19,Autoimmune,17.82,8.38,8.36,61+,Female,215126,54.96,2.56,9.36,Vaccination,10177.0,No,95.96,3217.0,5.13,86492.0,0.73,71.95
54303,Argentina,2016,Malaria,Autoimmune,18.01,1.53,8.53,36-60,Male,334552,82.36,2.25,9.55,Therapy,17847.0,Yes,54.73,3701.0,3.14,18659.0,0.53,49.74
54314,South Africa,2017,HIV/AIDS,Chronic,12.17,8.65,5.03,36-60,Male,286944,78.28,4.96,7.04,Vaccination,46036.0,No,61.79,2162.0,4.69,5014.0,0.76,87.76
54316,Russia,2008,Alzheimer's Disease,Genetic,12.14,9.09,9.74,61+,Other,365885,71.37,1.95,8.35,Medication,15720.0,Yes,58.52,312.0,7.11,50633.0,0.65,72.16
54317,France,2000,Ebola,Neurological,15.11,1.85,8.29,36-60,Female,427095,84.62,2.83,7.88,Vaccination,10460.0,Yes,60.29,1439.0,1.16,96178.0,0.76,63.26
54321,Canada,2023,Zika,Infectious,1.58,3.64,2.18,19-35,Female,104221,52.97,0.67,1.86,Therapy,34718.0,Yes,61.6,2321.0,6.27,48830.0,0.66,35.46
54323,South Africa,2006,Cholera,Parasitic,16.92,5.87,3.21,36-60,Male,766373,81.56,2.37,5.64,Medication,8299.0,No,50.79,556.0,2.43,86223.0,0.83,25.28
54330,India,2022,Measles,Autoimmune,8.74,9.5,9.49,19-35,Female,708910,61.52,2.11,1.62,Vaccination,29729.0,No,53.37,3381.0,2.19,50339.0,0.75,29.03
54333,Indonesia,2012,Tuberculosis,Chronic,11.02,9.78,4.37,61+,Female,308132,51.35,2.2,5.35,Surgery,10984.0,No,94.99,240.0,3.69,72575.0,0.41,34.17
54341,Turkey,2008,Rabies,Parasitic,14.02,12.31,6.38,0-18,Other,782938,64.29,3.74,8.2,Therapy,33062.0,No,62.54,3728.0,0.48,15231.0,0.69,84.88
54342,Brazil,2005,Malaria,Infectious,18.56,9.5,2.77,36-60,Male,764095,79.54,3.34,8.31,Medication,8012.0,No,61.63,3036.0,3.47,97073.0,0.41,83.25
54346,Brazil,2017,Dengue,Neurological,0.42,2.73,3.11,19-35,Female,193049,58.77,2.22,8.22,Vaccination,18523.0,Yes,81.04,982.0,8.23,93089.0,0.44,70.02
54348,Italy,2024,Leprosy,Respiratory,4.77,7.53,5.37,0-18,Other,591093,84.24,3.98,2.45,Vaccination,46287.0,Yes,80.82,3042.0,1.45,36875.0,0.75,25.68
54350,Turkey,2010,Ebola,Genetic,4.6,0.83,3.16,19-35,Male,24617,84.54,1.19,5.37,Medication,46274.0,No,59.7,4959.0,3.71,21129.0,0.58,87.2
54352,India,2009,Influenza,Genetic,0.29,1.24,2.01,36-60,Female,566783,73.32,0.75,7.82,Therapy,1598.0,Yes,98.33,433.0,9.55,18488.0,0.89,80.52
54362,Indonesia,2007,Malaria,Viral,1.88,3.43,0.56,61+,Male,9350,54.16,2.34,9.38,Surgery,14723.0,No,69.69,233.0,9.48,5459.0,0.42,77.41
54370,Saudi Arabia,2005,Malaria,Chronic,2.04,5.93,3.26,36-60,Male,351126,93.49,2.35,1.21,Therapy,9472.0,Yes,84.4,251.0,1.2,69799.0,0.57,54.36
54375,Nigeria,2022,Ebola,Viral,11.77,14.22,6.49,61+,Male,568569,86.99,0.8,6.67,Medication,44645.0,No,83.52,2125.0,9.6,66681.0,0.79,65.08
54381,South Africa,2019,Cholera,Infectious,14.76,0.56,6.28,19-35,Other,528775,72.25,1.11,1.56,Vaccination,16913.0,No,55.11,2948.0,1.63,1197.0,0.79,68.9
54382,Australia,2007,Cholera,Bacterial,14.19,12.32,4.45,36-60,Female,87666,83.47,3.5,4.41,Vaccination,8390.0,Yes,59.0,20.0,3.68,79997.0,0.54,79.71
54385,Brazil,2008,Influenza,Viral,17.75,7.25,8.53,61+,Male,465328,90.09,3.69,6.29,Medication,22500.0,No,55.16,4599.0,3.66,35968.0,0.54,24.51
54387,Mexico,2018,Zika,Bacterial,8.17,5.08,2.7,61+,Other,831403,87.76,0.58,4.66,Medication,31645.0,No,92.95,78.0,6.76,9015.0,0.58,52.72
54388,Germany,2010,Alzheimer's Disease,Respiratory,12.57,4.91,5.58,19-35,Female,325425,95.5,2.29,7.16,Surgery,22744.0,No,69.13,156.0,2.88,41593.0,0.9,49.64
54392,South Korea,2012,Influenza,Genetic,3.48,14.73,6.74,61+,Female,154101,85.72,1.9,2.72,Therapy,27993.0,No,56.79,4060.0,6.39,31083.0,0.74,32.45
54393,USA,2009,Tuberculosis,Chronic,6.63,1.05,8.35,19-35,Other,838748,52.72,0.88,5.88,Vaccination,30603.0,Yes,57.79,4005.0,1.18,70178.0,0.51,84.92
54402,USA,2003,Hepatitis,Neurological,5.7,6.34,4.18,61+,Male,270250,93.53,2.33,3.54,Vaccination,29178.0,No,56.61,2386.0,3.08,53587.0,0.47,50.89
54404,France,2022,Leprosy,Parasitic,4.64,7.16,3.25,0-18,Other,864588,60.41,1.01,2.42,Therapy,46012.0,Yes,70.79,508.0,0.96,57045.0,0.81,75.25
54417,China,2012,Alzheimer's Disease,Respiratory,17.1,6.67,7.67,19-35,Male,474521,65.25,1.3,5.98,Therapy,40306.0,Yes,73.42,573.0,7.48,94765.0,0.78,68.2
54418,China,2012,Zika,Parasitic,8.87,3.91,1.51,36-60,Female,962640,58.25,3.0,9.64,Vaccination,2473.0,No,59.21,44.0,9.18,92874.0,0.43,64.46
54420,France,2024,Hepatitis,Autoimmune,2.38,12.92,4.74,0-18,Other,696677,57.56,1.21,1.02,Medication,23465.0,Yes,87.75,1864.0,5.77,5950.0,0.68,24.58
54421,Canada,2021,COVID-19,Cardiovascular,7.99,12.68,8.52,0-18,Other,697749,67.1,1.91,8.66,Surgery,3355.0,No,76.49,687.0,7.59,69235.0,0.77,60.23
54426,Mexico,2023,Rabies,Parasitic,14.67,1.35,4.7,0-18,Female,297658,55.57,2.66,9.29,Therapy,20716.0,Yes,81.48,3374.0,4.65,48796.0,0.43,70.93
54430,South Korea,2014,Zika,Genetic,17.4,5.39,9.04,19-35,Female,942463,93.12,3.69,2.08,Vaccination,16420.0,No,81.02,4529.0,4.41,30175.0,0.74,62.89
54445,Mexico,2002,Polio,Metabolic,11.77,9.82,4.61,19-35,Other,479392,65.34,3.01,9.72,Medication,29713.0,Yes,92.33,2789.0,3.99,89298.0,0.67,54.73
54448,Canada,2018,Measles,Metabolic,14.66,13.06,0.81,0-18,Other,879576,94.05,0.79,2.98,Surgery,12659.0,Yes,85.54,3526.0,1.71,35939.0,0.53,39.81
54452,USA,2011,Ebola,Chronic,8.61,7.65,2.46,0-18,Other,644784,68.53,1.85,5.82,Vaccination,12242.0,No,59.49,3607.0,3.51,99220.0,0.74,26.73
54453,South Korea,2012,Tuberculosis,Infectious,15.14,5.09,7.24,61+,Male,114943,62.35,3.07,4.57,Therapy,11248.0,No,63.29,3993.0,5.51,33891.0,0.59,27.55
54459,Indonesia,2013,HIV/AIDS,Genetic,0.77,11.47,4.56,36-60,Other,506890,69.39,2.07,8.26,Therapy,28816.0,Yes,58.72,1226.0,5.36,52479.0,0.47,34.37
54464,Argentina,2006,COVID-19,Infectious,8.31,5.82,8.82,36-60,Male,410012,72.2,4.61,1.67,Surgery,21574.0,No,67.47,532.0,5.5,20671.0,0.87,30.06
54472,USA,2001,Leprosy,Viral,14.97,2.77,2.59,36-60,Male,195609,60.75,1.32,8.81,Therapy,38233.0,No,58.56,3812.0,8.33,77267.0,0.7,68.26
54473,Argentina,2014,Leprosy,Metabolic,1.55,10.8,8.25,19-35,Female,72894,96.85,3.13,3.31,Medication,8778.0,No,58.7,3364.0,1.71,84232.0,0.87,64.41
54489,France,2018,Cholera,Metabolic,9.42,1.79,3.95,19-35,Other,277476,83.8,2.0,1.74,Surgery,17728.0,No,66.65,98.0,3.8,34695.0,0.9,41.81
54490,China,2024,COVID-19,Infectious,0.91,11.51,3.8,0-18,Female,167012,52.69,0.53,6.84,Surgery,17417.0,No,89.58,2948.0,4.02,88488.0,0.61,35.31
54501,Mexico,2004,COVID-19,Cardiovascular,7.83,2.39,6.93,19-35,Male,204151,62.79,1.18,1.12,Therapy,26551.0,Yes,94.76,2619.0,6.33,2479.0,0.69,56.09
54506,Brazil,2009,Cancer,Parasitic,3.84,9.35,7.7,19-35,Female,460961,61.49,2.14,1.27,Surgery,45935.0,Yes,83.49,1019.0,5.86,57604.0,0.72,58.47
54516,South Korea,2015,Polio,Bacterial,6.99,0.32,0.12,19-35,Other,963150,94.31,3.06,2.73,Surgery,20895.0,No,55.91,2543.0,2.92,8710.0,0.53,31.67
54519,Brazil,2023,Zika,Infectious,14.17,7.83,1.17,36-60,Male,136850,63.6,1.8,7.78,Surgery,33835.0,Yes,68.05,4305.0,1.26,77532.0,0.73,22.82
54521,China,2001,Measles,Parasitic,14.37,1.78,7.95,0-18,Male,799340,72.72,2.47,8.39,Vaccination,21580.0,Yes,61.61,1638.0,3.44,72505.0,0.78,42.28
54524,South Africa,2019,Asthma,Cardiovascular,13.0,3.41,7.61,0-18,Other,293950,62.64,0.64,9.59,Therapy,6205.0,No,74.49,2512.0,4.45,59040.0,0.56,29.76
54526,South Korea,2007,Leprosy,Autoimmune,10.11,14.3,9.92,0-18,Other,267146,74.77,4.11,9.59,Therapy,22329.0,Yes,56.24,272.0,7.52,18274.0,0.7,81.16
54541,China,2023,Influenza,Autoimmune,8.53,14.31,9.62,36-60,Female,434858,94.78,4.89,6.24,Surgery,322.0,No,94.2,2614.0,7.74,57208.0,0.74,72.48
54547,Mexico,2009,Hypertension,Bacterial,5.62,6.75,1.34,61+,Other,325938,76.54,2.29,8.12,Vaccination,1800.0,Yes,71.04,4481.0,1.99,48677.0,0.41,55.94
54549,Canada,2021,Rabies,Metabolic,8.13,8.28,5.62,19-35,Male,879175,65.4,4.06,9.86,Surgery,29478.0,No,76.56,3098.0,9.53,68193.0,0.64,21.17
54558,Russia,2020,Influenza,Autoimmune,17.64,2.2,8.62,0-18,Male,411136,95.71,2.8,3.29,Surgery,32111.0,Yes,97.73,3696.0,8.39,70762.0,0.7,35.45
54561,USA,2018,Cholera,Bacterial,18.02,4.92,7.18,61+,Other,719504,86.07,2.27,0.6,Vaccination,32813.0,No,66.56,3509.0,3.31,65043.0,0.72,43.23
54562,Australia,2017,Influenza,Respiratory,18.61,2.02,3.42,0-18,Other,356911,50.72,4.31,3.1,Vaccination,1947.0,Yes,57.56,3417.0,7.69,59597.0,0.78,55.86
54566,Germany,2023,Tuberculosis,Respiratory,11.35,3.41,8.25,19-35,Female,436381,63.98,4.88,2.11,Vaccination,34693.0,Yes,70.86,3335.0,9.82,30084.0,0.81,88.9
54568,China,2024,HIV/AIDS,Respiratory,7.79,13.34,2.9,36-60,Other,150761,51.83,3.85,2.6,Surgery,1486.0,No,83.95,302.0,0.02,80417.0,0.48,26.25
54575,Australia,2000,Parkinson's Disease,Neurological,14.77,3.45,0.93,61+,Female,777881,80.04,0.82,8.39,Therapy,40472.0,Yes,51.43,4840.0,1.15,3788.0,0.75,87.62
54578,China,2000,Leprosy,Autoimmune,6.33,8.57,5.51,36-60,Male,924653,58.37,1.5,1.11,Surgery,33308.0,No,60.18,3118.0,4.17,82953.0,0.66,82.12
54579,South Korea,2007,Cholera,Cardiovascular,13.51,9.02,7.46,0-18,Male,783727,89.14,1.98,8.26,Medication,33551.0,No,68.05,1949.0,3.27,99669.0,0.58,79.93
54580,Canada,2011,Influenza,Neurological,6.49,14.35,4.25,36-60,Other,470295,95.3,4.89,9.99,Surgery,7019.0,Yes,64.99,242.0,9.41,43396.0,0.79,64.75
54586,UK,2014,Hypertension,Autoimmune,13.91,8.21,0.75,19-35,Other,106535,99.74,1.1,2.42,Medication,16394.0,No,56.57,2949.0,6.64,16490.0,0.5,38.65
54592,France,2021,Hepatitis,Cardiovascular,1.82,0.73,7.65,61+,Male,156348,51.54,2.71,3.41,Surgery,2565.0,Yes,56.22,3840.0,7.5,93632.0,0.59,64.93
54594,Germany,2024,Rabies,Infectious,10.55,2.12,8.69,36-60,Female,511954,82.81,2.57,4.69,Therapy,2671.0,Yes,94.54,578.0,0.54,8487.0,0.57,81.57
54595,Saudi Arabia,2020,Zika,Metabolic,2.29,7.2,8.0,19-35,Other,848164,55.73,0.69,1.01,Therapy,36652.0,No,77.34,4650.0,1.9,8282.0,0.45,20.83
54597,Japan,2011,Rabies,Cardiovascular,14.19,0.14,1.86,61+,Female,532409,58.95,4.64,7.99,Therapy,4232.0,No,93.26,911.0,5.51,42694.0,0.63,33.72
54605,Nigeria,2000,Zika,Respiratory,10.2,11.9,1.32,61+,Female,523377,76.16,0.88,2.36,Medication,44231.0,No,66.86,3574.0,1.64,46911.0,0.61,23.44
54620,Brazil,2023,COVID-19,Bacterial,10.99,12.04,4.38,0-18,Other,455173,83.14,0.64,2.39,Medication,15750.0,No,72.97,1776.0,0.36,17726.0,0.53,89.27
54633,Indonesia,2003,Malaria,Metabolic,1.08,12.61,0.3,61+,Female,305944,72.71,2.22,0.89,Therapy,24498.0,Yes,85.45,3789.0,9.7,48137.0,0.86,84.76
54640,India,2020,Rabies,Neurological,9.92,5.74,1.46,0-18,Female,665777,52.59,1.08,2.88,Medication,21093.0,Yes,66.41,1036.0,6.38,86366.0,0.89,81.44
54654,Indonesia,2009,Leprosy,Parasitic,19.67,0.93,8.67,0-18,Other,788290,73.97,1.88,0.87,Therapy,33494.0,Yes,55.76,811.0,3.0,50809.0,0.87,29.19
54662,USA,2010,Measles,Metabolic,13.69,14.99,7.9,0-18,Male,746107,62.88,3.29,1.77,Medication,41755.0,Yes,93.6,4485.0,4.85,41442.0,0.74,45.57
54667,Argentina,2011,Leprosy,Cardiovascular,5.53,14.37,1.32,61+,Male,634701,70.93,1.62,9.59,Therapy,35655.0,Yes,50.69,1869.0,4.63,29333.0,0.42,51.45
54677,Argentina,2015,Cholera,Genetic,3.81,9.27,2.35,36-60,Other,137814,70.28,4.63,6.71,Medication,16198.0,No,53.0,2295.0,7.01,98337.0,0.74,59.48
54678,USA,2007,COVID-19,Bacterial,9.0,6.71,8.21,0-18,Male,443529,78.46,2.71,3.55,Medication,37254.0,No,65.07,4351.0,4.5,4258.0,0.49,32.97
54696,Argentina,2007,Malaria,Viral,15.62,1.66,1.31,0-18,Male,173896,63.42,1.04,1.95,Medication,2537.0,Yes,64.8,4215.0,1.77,91332.0,0.68,84.46
54700,South Korea,2020,Rabies,Cardiovascular,18.69,5.89,6.49,19-35,Male,718304,63.22,1.14,4.89,Medication,14552.0,Yes,84.31,4351.0,4.31,74902.0,0.87,55.14
54703,South Africa,2008,HIV/AIDS,Cardiovascular,6.54,7.52,3.24,61+,Other,238948,62.98,0.92,2.5,Vaccination,30927.0,Yes,64.57,3456.0,2.88,71857.0,0.53,88.27
54723,UK,2004,Influenza,Parasitic,6.27,10.55,5.9,0-18,Other,615141,51.52,4.46,4.36,Therapy,8923.0,Yes,81.66,4163.0,3.81,18234.0,0.58,80.2
54725,South Africa,2013,Hepatitis,Parasitic,3.96,4.71,9.65,0-18,Other,300572,80.5,3.55,9.36,Therapy,33045.0,Yes,72.17,2823.0,2.75,19754.0,0.69,46.92
54734,South Africa,2020,Measles,Autoimmune,15.11,14.79,6.3,61+,Female,186520,76.02,0.7,1.15,Vaccination,45796.0,No,64.17,2920.0,9.4,97748.0,0.54,40.15
54739,South Korea,2000,Hepatitis,Bacterial,1.97,11.15,2.65,61+,Male,444262,68.95,2.91,2.46,Surgery,38417.0,No,63.53,3757.0,7.96,14746.0,0.54,60.49
54742,Argentina,2001,Leprosy,Parasitic,2.45,7.69,1.52,19-35,Other,284778,95.49,0.53,7.76,Vaccination,33033.0,Yes,68.9,747.0,8.56,77599.0,0.77,67.34
54747,France,2019,Alzheimer's Disease,Parasitic,7.5,2.45,2.04,61+,Other,134009,61.78,2.22,1.17,Medication,40207.0,Yes,56.74,3076.0,0.08,99638.0,0.81,57.63
54753,USA,2011,Malaria,Viral,12.6,13.92,9.05,36-60,Female,44443,61.77,3.4,9.84,Medication,26305.0,No,53.73,3457.0,7.05,54705.0,0.51,76.04
54764,USA,2015,Dengue,Cardiovascular,15.44,8.13,7.01,19-35,Female,923583,73.92,3.63,4.21,Medication,27867.0,No,89.48,2993.0,0.42,37404.0,0.64,35.63
54768,Indonesia,2022,COVID-19,Respiratory,18.91,7.52,5.53,61+,Male,82314,88.65,4.25,4.22,Surgery,1200.0,Yes,60.95,1421.0,1.51,46974.0,0.81,43.88
54770,UK,2016,Influenza,Cardiovascular,4.55,1.59,6.47,19-35,Female,761769,52.07,2.89,8.86,Medication,10974.0,No,50.14,2791.0,8.22,97338.0,0.5,82.89
54772,Japan,2022,Hypertension,Metabolic,6.04,14.91,3.05,19-35,Other,621395,94.35,1.7,6.01,Therapy,12721.0,Yes,76.53,1306.0,6.74,17765.0,0.56,74.44
54773,USA,2000,Polio,Parasitic,15.13,13.73,3.87,61+,Male,559763,57.13,2.95,6.45,Therapy,25589.0,No,94.33,3594.0,4.1,1049.0,0.57,45.72
54774,Japan,2006,Diabetes,Bacterial,16.64,5.76,6.02,61+,Female,1271,61.16,0.75,4.3,Surgery,3593.0,Yes,54.26,2828.0,7.34,68048.0,0.76,72.75
54776,France,2020,Influenza,Bacterial,14.96,7.32,9.9,19-35,Other,96994,95.81,3.89,6.52,Therapy,3392.0,Yes,58.22,3092.0,4.89,26017.0,0.73,42.99
54780,Mexico,2007,Zika,Respiratory,1.75,7.58,3.37,36-60,Female,354441,92.98,4.06,0.68,Therapy,1704.0,No,92.43,1946.0,4.18,81088.0,0.83,71.22
54783,USA,2001,Rabies,Parasitic,3.03,14.49,6.32,36-60,Female,902123,93.9,3.23,8.67,Therapy,49745.0,No,62.1,423.0,0.89,16151.0,0.6,39.82
54793,South Africa,2009,Alzheimer's Disease,Chronic,12.08,8.5,3.49,0-18,Female,772125,80.09,2.95,1.32,Medication,8017.0,No,65.23,3240.0,1.88,5342.0,0.79,73.17
54795,South Korea,2021,Diabetes,Neurological,18.83,6.67,6.92,0-18,Female,567787,66.37,2.49,5.35,Medication,31999.0,Yes,70.89,4200.0,3.37,5230.0,0.41,74.59
54802,Nigeria,2007,Leprosy,Infectious,12.09,0.8,3.04,0-18,Male,978571,58.17,1.43,4.32,Surgery,8942.0,No,70.95,2396.0,4.15,80843.0,0.83,78.58
54804,Australia,2006,Measles,Cardiovascular,7.54,11.51,2.02,61+,Other,668260,50.55,2.29,6.57,Surgery,47796.0,No,69.73,4398.0,2.07,88800.0,0.58,52.78
54808,USA,2005,Cholera,Parasitic,8.47,8.63,7.48,19-35,Male,362987,54.81,1.0,9.24,Medication,4523.0,Yes,61.84,3355.0,0.5,88952.0,0.66,43.31
54813,USA,2016,Hepatitis,Chronic,3.89,6.87,4.3,0-18,Male,333120,94.18,3.86,6.61,Therapy,28362.0,Yes,93.43,602.0,1.86,89964.0,0.7,31.4
54815,China,2019,Influenza,Parasitic,8.36,6.28,8.3,36-60,Other,853843,68.21,3.6,3.22,Surgery,23807.0,No,75.87,4388.0,3.72,89563.0,0.7,34.66
54817,Indonesia,2023,Cholera,Genetic,7.29,13.29,3.27,0-18,Other,925589,81.35,2.12,3.48,Vaccination,30654.0,Yes,82.16,1411.0,7.64,91557.0,0.86,20.7
54831,Mexico,2020,Ebola,Metabolic,18.53,7.26,8.73,19-35,Male,673433,91.85,2.02,8.78,Surgery,3200.0,No,69.65,3198.0,4.92,42941.0,0.54,83.52
54844,Australia,2011,COVID-19,Parasitic,13.1,11.32,4.66,19-35,Male,453948,70.41,4.92,3.26,Vaccination,27055.0,No,88.77,1472.0,3.32,94011.0,0.42,31.09
54849,UK,2008,Leprosy,Metabolic,3.01,6.03,9.69,61+,Other,790827,99.79,2.3,9.19,Therapy,39790.0,No,91.35,2213.0,1.05,75495.0,0.8,52.97
54850,South Africa,2018,COVID-19,Neurological,2.26,11.35,5.73,36-60,Male,378853,87.9,4.96,1.5,Therapy,42495.0,No,55.08,622.0,8.1,34228.0,0.55,37.33
54856,China,2002,Leprosy,Respiratory,11.63,2.42,7.68,0-18,Male,485608,91.47,1.5,0.83,Vaccination,30333.0,Yes,52.74,2208.0,7.99,17079.0,0.56,46.2
54865,France,2017,Malaria,Viral,3.32,5.14,3.3,0-18,Female,984026,60.69,0.83,5.34,Surgery,27988.0,Yes,70.27,1875.0,2.01,65930.0,0.78,44.42
54866,France,2023,Measles,Bacterial,13.78,2.38,4.52,61+,Female,547214,73.17,0.54,8.79,Surgery,19333.0,No,53.57,4861.0,3.75,79692.0,0.51,65.79
54872,South Korea,2001,Alzheimer's Disease,Autoimmune,14.96,7.75,3.02,61+,Male,847291,93.19,1.89,8.74,Vaccination,42315.0,Yes,97.45,3223.0,2.74,42147.0,0.7,36.0
54875,Germany,2024,Hypertension,Bacterial,13.6,7.23,3.46,19-35,Other,188956,78.55,0.92,6.01,Medication,23950.0,No,74.4,2826.0,4.15,8591.0,0.52,51.45
54877,India,2012,Tuberculosis,Bacterial,16.74,1.66,9.21,0-18,Female,603707,86.63,3.07,8.48,Vaccination,3786.0,Yes,63.76,3846.0,1.07,26588.0,0.88,83.42
54896,USA,2015,Polio,Autoimmune,17.71,8.34,6.02,36-60,Male,627885,90.9,3.74,3.96,Surgery,12947.0,No,88.65,1225.0,8.61,29767.0,0.79,74.49
54913,UK,2016,Malaria,Cardiovascular,16.48,11.49,0.82,19-35,Female,625605,94.58,2.19,4.16,Therapy,41907.0,No,92.22,3921.0,2.73,55082.0,0.47,74.16
54916,Japan,2024,Dengue,Cardiovascular,13.43,1.69,8.4,19-35,Female,510300,79.0,1.67,5.26,Medication,13865.0,Yes,64.59,4825.0,3.48,38546.0,0.73,37.17
54923,Argentina,2011,Cholera,Neurological,16.17,5.45,6.92,36-60,Female,658352,91.87,3.07,6.31,Surgery,23127.0,No,83.3,4619.0,5.45,83668.0,0.41,76.41
54925,UK,2011,Ebola,Chronic,19.77,1.84,9.92,36-60,Male,403433,66.43,1.69,2.8,Therapy,46900.0,No,73.71,4398.0,1.09,38681.0,0.61,42.59
54927,Russia,2023,Polio,Bacterial,7.85,5.95,7.78,19-35,Male,623283,69.85,4.74,2.44,Therapy,40886.0,No,81.31,447.0,7.21,29190.0,0.63,38.59
54935,Canada,2010,Diabetes,Respiratory,14.29,12.96,7.89,0-18,Female,470247,69.36,0.74,6.61,Therapy,18936.0,No,86.63,2985.0,6.58,3111.0,0.45,39.42
54946,USA,2013,Rabies,Bacterial,11.29,12.64,2.05,0-18,Male,608897,94.8,2.58,5.49,Vaccination,13105.0,No,51.09,2531.0,6.5,86290.0,0.48,80.52
54950,Japan,2019,Malaria,Genetic,6.52,13.74,2.21,0-18,Other,727931,66.11,2.39,6.23,Medication,2934.0,Yes,94.64,3029.0,3.51,50713.0,0.82,77.27
54954,Germany,2020,Alzheimer's Disease,Bacterial,10.44,4.09,9.09,36-60,Other,948120,66.32,2.19,9.6,Surgery,27999.0,No,85.91,3494.0,4.59,2142.0,0.87,67.17
54958,France,2013,Tuberculosis,Bacterial,14.5,0.15,9.9,36-60,Other,994293,94.22,0.61,7.6,Therapy,33922.0,Yes,89.53,4241.0,4.38,2005.0,0.55,48.06
54959,Germany,2013,Hypertension,Metabolic,9.33,12.02,4.3,0-18,Male,77494,87.19,1.32,4.49,Vaccination,24887.0,No,54.33,255.0,1.63,11237.0,0.85,25.41
54965,Russia,2006,Ebola,Respiratory,9.66,13.73,9.18,0-18,Other,434810,84.33,2.45,1.93,Vaccination,42874.0,No,65.64,100.0,0.88,45936.0,0.44,29.68
54968,Russia,2024,Cancer,Bacterial,3.43,11.2,4.35,36-60,Female,165474,99.8,0.84,1.38,Medication,48135.0,Yes,58.83,4542.0,7.69,42738.0,0.7,89.44
54977,Brazil,2012,Asthma,Autoimmune,7.11,4.09,2.39,19-35,Male,52522,97.57,4.64,4.93,Surgery,27730.0,Yes,98.52,2090.0,5.3,32493.0,0.71,88.71
54979,Canada,2003,Zika,Chronic,0.87,12.9,0.69,61+,Other,829190,70.52,4.03,1.27,Vaccination,29939.0,Yes,56.42,445.0,1.75,48460.0,0.87,88.25
54982,India,2024,Diabetes,Neurological,16.2,9.6,3.48,0-18,Female,96194,53.79,1.38,2.15,Therapy,44826.0,Yes,64.36,886.0,3.49,87235.0,0.86,87.27
54983,UK,2008,Dengue,Chronic,9.09,10.52,5.41,19-35,Other,552617,57.44,3.6,4.95,Vaccination,38408.0,Yes,82.15,2750.0,2.34,13277.0,0.41,65.89
54986,Indonesia,2021,Hepatitis,Infectious,1.79,13.07,7.58,61+,Female,88408,79.74,4.61,9.01,Medication,14851.0,Yes,80.95,1902.0,4.38,27539.0,0.67,74.27
54992,Japan,2015,Diabetes,Neurological,2.21,9.0,8.82,0-18,Female,117202,81.23,2.17,5.68,Therapy,24094.0,No,51.96,2519.0,5.73,38016.0,0.74,39.69
55009,Argentina,2006,Parkinson's Disease,Cardiovascular,15.11,7.77,9.92,61+,Male,2061,79.08,1.27,9.68,Therapy,7144.0,Yes,78.04,3175.0,2.28,70696.0,0.9,55.15
55010,Nigeria,2006,Dengue,Metabolic,9.0,7.44,1.13,19-35,Male,938750,79.62,4.82,3.47,Vaccination,27905.0,No,86.49,2669.0,1.3,20927.0,0.48,67.66
55025,Germany,2013,Alzheimer's Disease,Cardiovascular,1.97,3.76,5.08,19-35,Male,672868,73.19,4.46,5.83,Medication,17463.0,No,75.45,296.0,0.3,76996.0,0.88,76.42
55027,Mexico,2020,Cancer,Respiratory,1.29,0.12,5.65,61+,Male,343911,98.89,0.8,0.59,Surgery,28408.0,Yes,55.15,4647.0,0.42,65042.0,0.76,88.25
